amount,transaction_hour,merchant_category,transaction_type,location,transactions_last_24h,avg_transaction_amount,international,distance_from_home_km,is_fraud
300.48,8,Restaurants,ATM,Delhi,4.0,1255.5,No,2.9,Low
8635.62,10,Electronics,POS,Nagpur,3.0,4673.32,No,43.38,High
5660.23,16,Online Marketplace,POS,Delhi,3.0,3470.05,No,18.2,High
6598.54,14,Online Marketplace,POS,Chennai,0.0,1254.82,No,5.31,Low
179.24,20,Fuel,POS,Jaipur,4.0,392.85,No,7.74,Low
1296.07,18,Restaurants,POS,Indore,3.0,3772.21,Yes,,Low
299.32,19,Food,POS,Indore,5.0,908.07,No,4.64,Low
3220.92,10,Fuel,POS,Mumbai,1.0,4253.19,No,7.62,Low
222.32,19,Food,Online,Visakhapatnam,4.0,646.8,No,4.39,Low
23254.38,5,Travel,POS,Mumbai,4.0,4548.69,No,1.62,Medium
176.25,18,Grocery,POS,Bengaluru,2.0,430.2,No,2.71,Low
1234.33,12,Online Marketplace,Contactless,Kolkata,4.0,804.94,No,22.89,Low
189.32,12,Fuel,POS,Kolkata,1.0,386.45,No,5.05,Low
13615.65,18,Grocery,POS,Kochi,3.0,7302.73,No,245.34,High
335.75,23,Pharmacy,Contactless,Ahmedabad,7.0,549.76,No,2.55,Medium
1425.56,10,Online Marketplace,Contactless,Pune,3.0,1821.31,No,43.51,Low
9809.26,23,Shopping,ATM,Mumbai,1.0,4814.01,No,23.23,High
607.08,9,Electronics,POS,Mumbai,1.0,282.01,No,10.38,High
2640.77,20,Fuel,Online,Kolkata,4.0,2500.71,No,26.29,Medium
6004.43,13,Healthcare,Contactless,Delhi,2.0,4070.5,No,2.45,Low
486.44,15,Shopping,Online,Kochi,4.0,403.03,No,20.71,Low
3013.27,20,Online Marketplace,Contactless,Kolkata,2.0,1937.81,No,0.44,Low
236.73,19,Pharmacy,Contactless,Chennai,3.0,438.66,No,49.33,Low
1333.42,10,Food,Online,Jaipur,1.0,1304.57,No,24.78,Low
1261.18,16,Food,ATM,Ahmedabad,2.0,1495.29,No,7.84,Low
107.28,18,Fuel,POS,Jaipur,3.0,185.24,No,5.57,Low
791.1,17,Restaurants,POS,Bengaluru,4.0,1633.22,No,3.28,Low
994.98,11,Food,POS,Ahmedabad,4.0,1531.58,No,15.52,Low
1494.62,19,Food,Online,Delhi,1.0,1747.16,No,2.1,Low
3654.24,21,Restaurants,Contactless,Hyderabad,4.0,2130.19,No,1.19,Low
673.05,23,Pharmacy,Contactless,Mumbai,0.0,928.71,No,14.01,Medium
821.22,12,Food,POS,Chennai,2.0,979.62,No,2.82,Low
1222.72,5,Electronics,POS,Mumbai,1.0,539.17,No,266.76,High
3120.06,12,Healthcare,ATM,Delhi,19.0,1478.74,No,32.77,High
446.37,9,Fuel,ATM,Jaipur,4.0,1239.03,No,152.2,Low
2565.68,14,Utilities,POS,Kolkata,3.0,1915.18,No,3.55,High
232.49,13,Online Marketplace,POS,Bengaluru,4.0,290.73,No,14.4,Medium
1930.95,14,Shopping,ATM,Chennai,2.0,1178.17,No,1.9,Low
1242.12,13,Shopping,Online,Visakhapatnam,0.0,925.31,No,2.65,Low
2242.42,10,Online Marketplace,ATM,Delhi,2.0,1458.07,No,5.82,Low
366.96,13,Entertainment,POS,Chennai,2.0,1303.08,No,9.87,Low
966.15,20,Restaurants,Online,Bengaluru,3.0,1386.55,No,14.47,Low
563.7,18,Online Marketplace,Online,Delhi,6.0,564.58,No,2.94,Medium
1305.23,11,Grocery,POS,Chennai,1.0,3257.98,No,10.94,Low
1502.45,13,Fuel,Online,Chennai,3.0,2331.23,No,11.15,Medium
1772.35,16,Shopping,Contactless,Bengaluru,4.0,1971.12,No,21.13,Medium
741.44,19,Food,Online,Bengaluru,4.0,2786.03,No,25.25,Low
781.07,16,Fuel,ATM,Mumbai,5.0,782.81,No,8.71,Medium
578.76,20,Restaurants,POS,Chennai,4.0,1664.38,No,28.84,Low
138.94,14,Restaurants,POS,Visakhapatnam,8.0,143.94,No,3.24,Medium
3679.81,15,Food,POS,Pune,30.0,5108.26,No,16.64,High
736.38,10,Grocery,POS,Patna,3.0,1535.01,No,9.1,Low
836.12,15,Healthcare,Online,Delhi,1.0,210.54,No,3.3,Low
1567.81,10,Education,ATM,Kolkata,3.0,915.17,No,27.47,Medium
659.18,16,Food,POS,Kolkata,2.0,1783.42,No,5.64,Low
141.88,14,Fuel,Online,Kolkata,3.0,299.34,No,436.75,Low
1268.86,9,Fuel,Online,Jaipur,4.0,650.52,No,15.69,Medium
13592.83,13,Shopping,Online,Mumbai,1.0,1028.67,No,15.45,High
735.3,20,Travel,POS,Delhi,1.0,816.79,No,4.02,Medium
5458.83,19,Travel,Online,Mumbai,3.0,1855.41,No,12.78,Medium
3021.29,10,Grocery,Online,Hyderabad,4.0,953.77,No,13.72,High
946.73,22,Food,POS,Chennai,3.0,3588.71,No,21.7,Low
2960.02,12,Restaurants,POS,Chennai,6.0,2752.96,No,25.56,Low
736.71,15,Pharmacy,Online,Chennai,3.0,1906.29,No,4.46,Low
343.05,21,Restaurants,POS,Mumbai,3.0,1041.03,No,8.36,Low
1897.73,13,Grocery,Contactless,Bengaluru,2.0,2765.47,No,16.9,Low
1073.94,17,Online Marketplace,Contactless,Visakhapatnam,1.0,963.66,No,3.14,Low
5080.24,15,Shopping,POS,Kolkata,2.0,2770.46,No,7.47,Low
1189.42,19,Pharmacy,POS,Indore,5.0,3283.87,No,1.17,Low
396.29,21,Grocery,POS,Delhi,1.0,730.97,No,7.36,Medium
727.83,8,Pharmacy,Contactless,Delhi,2.0,1925.69,No,12.17,Low
1950.44,9,Food,POS,Delhi,1.0,3973.57,No,5.57,Low
61041.7,18,Electronics,POS,Patna,1.0,5880.79,No,1.73,Medium
336.32,11,Shopping,Contactless,Mumbai,2.0,890.05,No,6.32,Low
5699.88,17,Pharmacy,POS,Bhopal,4.0,12530.21,No,0.17,Low
8327.31,9,Electronics,ATM,Ahmedabad,19.0,1221.22,No,16.57,High
1709.7,15,Food,Contactless,Nagpur,4.0,1629.55,No,10.06,Medium
962.15,20,Grocery,POS,Delhi,1.0,1345.6,No,5.19,Low
1066.76,4,Shopping,Online,Pune,2.0,1099.35,Yes,2054.15,High
519.27,7,Travel,ATM,Delhi,4.0,793.99,No,10.51,Low
5499.28,16,Utilities,POS,Kolkata,3.0,1643.83,No,3.17,Medium
1530.15,20,Entertainment,Online,Bengaluru,1.0,1285.7,No,1.26,Medium
1335.85,17,Food,POS,Nagpur,6.0,4610.01,No,39.66,Low
5036.77,15,Healthcare,Online,Bengaluru,4.0,1519.67,No,2.77,Low
4659.05,6,Entertainment,Online,Coimbatore,5.0,3232.51,No,7.79,Medium
88.38,3,Food,Online,Chennai,1.0,317.89,No,78.08,Low
1991.63,15,Shopping,ATM,Kolkata,3.0,1076.12,No,14.08,Medium
1681.69,19,Healthcare,Contactless,Jaipur,3.0,953.05,No,3.8,Medium
383.05,6,Grocery,Online,Visakhapatnam,1.0,821.26,No,0.13,Low
594.34,11,Grocery,POS,Patna,1.0,488.92,No,30.63,Medium
987.48,10,Fuel,Online,Kolkata,3.0,2657.72,No,0.68,Low
2575.21,7,Online Marketplace,Online,Surat,4.0,2949.52,No,5.85,Medium
5348.29,19,Travel,Online,Delhi,8.0,1042.64,No,1.58,Medium
2499.22,11,Grocery,Online,Delhi,4.0,2946.8,No,20.24,Low
4569.81,17,Restaurants,Online,Bhopal,0.0,4765.03,No,0.96,Low
918.64,17,Shopping,Online,Mumbai,5.0,608.7,No,15.08,Low
779.0,9,Education,Online,Mumbai,4.0,1624.41,No,6.88,Medium
4115.26,18,Education,POS,Mumbai,3.0,2184.79,No,7.52,Low
292.0,21,Food,Online,Patna,1.0,2058.1,No,3.06,Low
88624.86,13,Online Marketplace,ATM,Ahmedabad,1.0,2834.6,No,2.66,Medium
329.54,15,Shopping,POS,Nagpur,6.0,435.59,No,35.45,High
506.69,19,Grocery,Online,Chennai,2.0,703.89,No,1.19,Medium
8793.13,19,Electronics,POS,Chennai,20.0,3134.85,No,7.97,High
3876.26,1,Travel,POS,Pune,3.0,1207.26,No,4.27,Medium
1525.98,7,Electronics,Online,Pune,1.0,313.33,No,5.36,High
4567.69,8,Shopping,Contactless,Visakhapatnam,3.0,4587.47,No,6.8,Medium
1032.0,8,Fuel,ATM,Kolkata,4.0,1069.54,No,20.48,Low
421.39,10,Grocery,Contactless,Bengaluru,0.0,753.03,No,25.11,Low
942.38,9,Restaurants,POS,Delhi,0.0,3200.26,No,10.52,Low
4775.7,18,Electronics,ATM,Delhi,2.0,2444.72,No,35.86,Low
14585.54,21,Electronics,Online,Bhopal,2.0,4991.26,Yes,1568.79,High
682.63,16,Utilities,POS,Hyderabad,5.0,,No,4.02,Low
1050.81,18,Healthcare,ATM,Chennai,2.0,1346.13,No,17.55,Medium
1072.66,7,Online Marketplace,POS,Mumbai,1.0,752.46,No,15.64,Low
2035.25,10,Fuel,Contactless,Guwahati,2.0,2654.42,No,4.52,Low
533.27,16,Grocery,Online,Kolkata,1.0,1267.04,No,6.29,Low
2375.94,20,Entertainment,Online,Pune,2.0,5767.96,No,8.68,Low
250.96,17,Pharmacy,ATM,Surat,5.0,318.79,No,366.35,Low
941.85,23,Food,Online,Kochi,3.0,2643.38,No,12.97,Low
191.28,13,Food,POS,Coimbatore,2.0,373.97,No,501.62,High
10726.77,11,Online Marketplace,Online,Delhi,3.0,1742.52,No,1.16,Low
1705.36,9,Electronics,ATM,Pune,5.0,1024.07,Yes,6142.2,High
979.15,21,Travel,Online,Lucknow,4.0,702.44,No,15.54,Medium
575.27,10,Food,Online,Delhi,3.0,826.53,No,7.09,Low
1635.07,18,Healthcare,ATM,Indore,1.0,697.0,No,4.68,Low
831.27,21,Food,ATM,Bengaluru,3.0,1659.48,No,26.26,Low
987.97,9,Restaurants,POS,Lucknow,3.0,1376.18,No,13.22,Low
679.15,12,Grocery,Contactless,Chennai,3.0,2298.05,No,35.16,Low
11440.36,18,Electronics,POS,Kolkata,25.0,2779.83,No,7.49,High
4571.81,0,Online Marketplace,POS,Hyderabad,3.0,1998.57,No,14.05,Medium
1370.05,10,Shopping,POS,Mumbai,3.0,844.67,No,8.37,Low
2822.0,13,Restaurants,Online,Chennai,4.0,4953.5,No,6.35,Low
1211.97,7,Grocery,POS,Kochi,1.0,2609.14,No,225.18,Medium
2452.13,8,Utilities,Contactless,Bengaluru,4.0,1766.55,No,3.19,Medium
856.43,8,Shopping,POS,Delhi,1.0,720.53,No,5.0,Low
192.25,16,Food,POS,Visakhapatnam,2.0,929.91,No,31.13,Low
644.48,3,Grocery,ATM,Vijayawada,1.0,879.52,No,4.59,Medium
15067.16,16,Entertainment,POS,Jaipur,3.0,5246.81,No,4.16,Low
5080.75,18,Online Marketplace,POS,Coimbatore,3.0,2364.06,No,2.98,Low
1549.02,8,Entertainment,Online,Ahmedabad,2.0,3407.62,No,11.71,Low
739.64,12,Pharmacy,POS,Pune,5.0,1340.86,No,38.02,Low
1148.11,18,Education,POS,Delhi,4.0,893.78,No,7.09,Low
638.05,12,Grocery,ATM,Hyderabad,1.0,1189.54,No,7.47,Low
1381.34,11,Online Marketplace,Online,Kochi,1.0,828.73,Yes,2960.74,High
2316.14,14,Online Marketplace,POS,Kolkata,23.0,843.83,No,12.99,High
2536.73,13,Shopping,POS,Delhi,8.0,1938.24,No,16.01,Medium
3010.46,18,Healthcare,POS,Chennai,2.0,934.74,No,28.02,Medium
159.62,9,Grocery,POS,Kolkata,2.0,392.89,No,9.81,Low
2478.08,23,Grocery,POS,Nagpur,6.0,2683.99,No,478.98,Medium
809.31,0,Restaurants,Contactless,Pune,2.0,1837.95,No,14.64,High
71.11,9,Pharmacy,Online,Ahmedabad,5.0,518.65,No,3.76,Low
1163.9,14,Travel,Contactless,Chennai,4.0,296.9,No,3.51,Medium
561.29,17,Food,Online,Chennai,5.0,4024.22,No,6.07,Low
255.26,11,Utilities,POS,Mumbai,2.0,196.24,No,4.08,Low
707.35,20,Shopping,Contactless,Surat,5.0,749.55,No,2.99,Medium
1103.01,12,Food,Contactless,Surat,2.0,1062.89,No,4.46,Low
703.38,12,Online Marketplace,POS,Delhi,3.0,693.8,No,9.48,Low
4073.85,14,Shopping,POS,Coimbatore,4.0,3152.47,No,17.56,Medium
302.99,18,Restaurants,Contactless,Patna,6.0,535.16,No,27.4,Low
319.66,19,Food,Online,Mumbai,4.0,612.89,No,2.37,Medium
188.46,9,Online Marketplace,POS,Hyderabad,2.0,197.03,No,6.93,Low
499.86,9,Food,POS,Mumbai,1.0,764.54,No,15.81,Low
547.85,6,Fuel,Contactless,Visakhapatnam,0.0,1404.72,No,27.41,Low
1926.91,9,Healthcare,POS,Coimbatore,3.0,770.37,No,6.44,Low
634.53,17,Fuel,Contactless,Lucknow,3.0,885.03,No,3.78,High
5433.29,10,Pharmacy,Online,Bengaluru,4.0,2608.59,No,3.08,Medium
1206.11,18,Utilities,Online,Hyderabad,1.0,2009.88,No,7.77,Low
4479.17,8,Food,ATM,Bengaluru,5.0,4584.49,No,6.24,Medium
2930.52,14,Grocery,POS,Guwahati,3.0,3415.27,No,5.14,Low
1380.9,17,Pharmacy,POS,Mumbai,3.0,1843.74,No,409.21,Medium
2223.68,13,Electronics,POS,Chennai,1.0,1239.4,No,25.58,Medium
6230.21,12,Shopping,POS,Bengaluru,3.0,1766.85,No,16.46,High
1001.74,13,Utilities,POS,Bengaluru,14.0,1711.51,No,13.66,High
1217.94,19,Fuel,POS,Indore,4.0,426.35,No,11.57,Medium
999.03,8,Electronics,POS,Delhi,1.0,1097.82,No,1.84,Low
803.95,13,Healthcare,Online,Chennai,3.0,1824.03,No,6.44,Low
199.82,21,Utilities,POS,Bengaluru,4.0,556.26,No,22.58,Low
47923.31,17,Travel,Online,Delhi,2.0,12814.32,No,8.45,Medium
3814.94,6,Pharmacy,Online,Hyderabad,0.0,1520.34,No,15.48,Medium
1108.66,11,Healthcare,Online,Delhi,0.0,969.07,Yes,3175.79,Medium
1700.55,8,Grocery,POS,Nagpur,1.0,392.12,No,15.19,Medium
1084.46,18,Grocery,Online,Chennai,3.0,2539.66,No,14.73,Medium
922.12,15,Travel,Online,Chennai,6.0,363.06,No,12.81,Medium
2133.01,12,Restaurants,Online,Coimbatore,6.0,3765.94,No,33.33,Medium
204.66,12,Utilities,POS,Chennai,5.0,270.24,No,5.2,Low
334.19,12,Healthcare,Online,Ahmedabad,1.0,662.53,No,14.17,Low
926.82,11,Restaurants,Online,Hyderabad,0.0,3319.69,No,4.37,Low
969.57,20,Utilities,POS,Bengaluru,2.0,4761.09,No,5.87,Low
276.7,20,Pharmacy,Online,Coimbatore,0.0,1093.67,No,11.23,Low
1373.54,16,Travel,POS,Mumbai,2.0,393.7,No,3.57,Medium
617.46,22,Entertainment,POS,Mumbai,4.0,764.1,No,35.56,Medium
3101.72,20,Utilities,POS,Chennai,2.0,3645.89,No,0.22,Low
1487.8,21,Utilities,POS,Mumbai,4.0,1354.71,No,30.44,Low
1296.06,23,Online Marketplace,POS,Hyderabad,5.0,505.87,No,8.72,High
270.64,23,Food,POS,Surat,1.0,680.52,No,2.37,Medium
506.69,17,Grocery,ATM,Bengaluru,3.0,1186.89,No,7.01,Low
5205.97,22,Restaurants,Online,Coimbatore,3.0,3853.01,No,44.32,Medium
1089.28,14,Restaurants,POS,Pune,3.0,3159.75,No,27.5,Medium
1393.03,10,Grocery,POS,Chennai,2.0,4915.62,No,401.43,Low
1069.94,8,Utilities,Contactless,Pune,21.0,1642.63,No,1.02,Low
80.04,16,Grocery,POS,Kolkata,2.0,423.78,No,318.83,Low
1403.96,9,Education,POS,Bengaluru,2.0,757.77,No,27.96,Low
476.47,15,Online Marketplace,Contactless,Visakhapatnam,3.0,1499.13,Yes,3850.58,Low
38.12,16,Fuel,Online,Chennai,2.0,181.24,No,24.66,Low
3269.13,18,Entertainment,Online,Bengaluru,2.0,2608.66,No,8.77,Low
546.89,22,Food,Online,Delhi,1.0,1087.22,No,3.62,Low
782.45,21,Restaurants,POS,Hyderabad,4.0,883.44,No,20.55,Medium
658.53,6,Shopping,Online,Pune,1.0,504.11,No,2.1,Low
1132.14,20,Fuel,Online,Bengaluru,7.0,1094.46,No,3.18,High
791.05,14,Shopping,Online,Chennai,3.0,1033.87,No,207.61,Medium
2216.76,19,Grocery,POS,Mumbai,4.0,2017.24,No,9.15,Medium
583.02,15,Online Marketplace,POS,Hyderabad,2.0,367.38,No,12.4,Low
1348.29,14,Pharmacy,ATM,Guwahati,2.0,1674.5,No,2.5,Medium
777.27,11,Entertainment,Online,Bengaluru,2.0,1364.46,No,5.54,Low
1171.93,13,Grocery,POS,Indore,2.0,1484.81,No,7.44,Medium
4515.57,12,Fuel,POS,Delhi,0.0,5934.97,No,15.25,Low
889.52,7,Grocery,Online,Visakhapatnam,25.0,1500.94,No,4.49,High
846.07,18,Grocery,POS,Mumbai,1.0,1737.77,No,22.54,Low
1473.76,11,Grocery,ATM,Chennai,3.0,2415.01,No,0.13,Low
831.86,15,Grocery,POS,Bengaluru,2.0,1852.88,No,319.84,Medium
567.82,9,Utilities,POS,Nagpur,2.0,1535.63,No,3.82,Low
345.35,20,Fuel,POS,Coimbatore,3.0,823.54,No,141.24,Low
5590.18,18,Travel,Contactless,Delhi,3.0,2654.72,No,5.65,High
5790.38,8,Electronics,Online,Hyderabad,2.0,2230.22,No,15.94,Medium
1324.84,20,Online Marketplace,POS,Patna,2.0,1209.67,No,21.7,Medium
385.07,19,Electronics,Online,Vijayawada,4.0,197.46,No,29.24,Medium
415.02,20,Utilities,Contactless,Delhi,27.0,643.97,No,56.34,High
2354.42,13,Grocery,Online,Delhi,3.0,2335.51,No,4.23,Medium
376.74,22,Grocery,POS,Mumbai,2.0,670.78,No,5.82,Low
3990.02,14,Healthcare,Contactless,Chennai,5.0,1570.63,No,436.15,High
2337.48,15,Grocery,POS,Bengaluru,2.0,1487.26,No,33.67,Low
5923.73,16,Travel,POS,Guwahati,2.0,2460.82,No,7.16,Low
5434.01,13,Electronics,POS,Delhi,2.0,1516.36,No,3.83,Low
4621.73,12,Electronics,Contactless,Bhopal,3.0,921.95,No,7.3,High
1055.93,16,Pharmacy,Online,Delhi,0.0,713.15,No,7.92,Low
509.81,18,Grocery,Contactless,Mumbai,2.0,451.49,No,6.38,Low
1555.17,21,Grocery,Online,Delhi,2.0,958.23,No,7.77,Low
912.79,1,Food,POS,Chennai,2.0,1842.74,Yes,1749.1,Medium
2098.42,9,Entertainment,Online,Delhi,3.0,1163.58,No,8.47,Medium
602.41,19,Grocery,Online,Pune,2.0,797.26,No,3.57,Low
896.2,14,Fuel,Online,Nagpur,1.0,4071.12,No,2.85,Low
4005.27,15,Online Marketplace,POS,Coimbatore,2.0,4203.97,No,15.46,Low
675.85,13,Fuel,POS,Coimbatore,6.0,999.31,No,43.06,High
1221.51,21,Food,ATM,Bengaluru,6.0,1457.38,No,6.71,Medium
1592.22,8,Food,POS,Hyderabad,2.0,1518.3,No,355.66,Medium
677.89,16,Healthcare,POS,Kolkata,1.0,275.24,No,1.49,Medium
702.17,9,Food,Online,Pune,1.0,782.26,No,12.6,Medium
1951.73,4,Fuel,Online,Chennai,2.0,1744.52,No,2.74,Medium
7199.64,12,Healthcare,POS,Kolkata,2.0,1244.38,No,6.7,Medium
702.94,0,Entertainment,Contactless,Bengaluru,24.0,1817.18,No,5.25,Low
1447.04,13,Shopping,POS,Guwahati,3.0,1357.03,No,26.21,Medium
1320.13,16,Fuel,Online,Kolkata,3.0,3515.89,No,9.57,Low
5664.93,11,Electronics,ATM,Vijayawada,3.0,758.39,No,349.31,Medium
8094.33,18,Restaurants,Online,Nagpur,1.0,7346.23,No,21.78,Medium
1781.59,18,Education,POS,Bengaluru,3.0,2052.99,No,0.95,Low
705.69,18,Food,Online,Hyderabad,3.0,1635.45,No,11.07,Low
672.34,9,Restaurants,POS,Vijayawada,3.0,617.74,No,0.1,Low
15823.33,11,Restaurants,POS,Surat,1.0,9907.55,No,4.65,Low
9046.39,18,Entertainment,ATM,Bengaluru,4.0,6629.0,No,518.57,Medium
912.96,22,Food,POS,Hyderabad,0.0,1292.78,No,1.64,Low
2151.23,23,Grocery,Online,Guwahati,3.0,4407.41,No,15.72,Low
1059.89,20,Fuel,Contactless,Vijayawada,2.0,2615.96,No,315.68,Low
1986.88,6,Restaurants,Online,Lucknow,2.0,2890.18,No,12.25,Low
407.29,1,Utilities,Contactless,Coimbatore,5.0,828.45,No,23.97,Low
1220.09,9,Online Marketplace,ATM,Kolkata,1.0,664.17,No,4.85,Medium
2159.13,10,Online Marketplace,Contactless,Indore,0.0,3272.39,No,6.31,Low
395.81,22,Utilities,Contactless,Chennai,3.0,964.9,No,19.69,Low
1244.07,7,Shopping,ATM,Mumbai,3.0,936.57,No,10.64,Low
1638.14,7,Fuel,Online,Pune,2.0,2175.39,No,46.8,Medium
6136.27,21,Shopping,ATM,Lucknow,1.0,4926.44,No,4.39,Low
1467.41,14,Education,POS,Hyderabad,3.0,1376.79,No,7.75,Medium
1584.91,6,Education,POS,Lucknow,2.0,530.49,No,19.67,Low
1314.54,18,Grocery,Online,Hyderabad,2.0,2437.26,No,0.1,Medium
1099.2,0,Shopping,ATM,Lucknow,4.0,729.26,No,19.93,High
99.19,10,Restaurants,Online,Bengaluru,6.0,291.13,No,453.46,Low
1765.64,15,Entertainment,POS,Delhi,0.0,1321.67,No,7.32,Low
1136.76,6,Food,POS,Chennai,1.0,1364.83,No,13.89,Low
2326.81,14,Pharmacy,Online,Ahmedabad,3.0,3498.08,No,3.72,Medium
1324.5,14,Healthcare,Online,Bengaluru,2.0,1418.19,No,0.98,Low
33149.27,9,Travel,Online,Bengaluru,3.0,6649.78,No,1.62,Medium
2045.38,10,Pharmacy,ATM,Delhi,2.0,2780.89,No,10.13,Low
404.85,16,Grocery,Online,Delhi,4.0,1683.9,No,23.99,Low
97.33,9,Fuel,Online,Hyderabad,2.0,193.48,Yes,2463.14,Medium
515.54,8,Food,ATM,Kolkata,6.0,1399.28,No,14.56,Low
1249.11,16,Food,POS,Chennai,2.0,2269.99,No,3.86,Low
1859.67,14,Utilities,POS,Kolkata,3.0,1448.5,No,3.03,Low
3021.98,13,Grocery,Online,Kochi,2.0,2788.48,No,22.24,Low
1691.74,18,Food,Online,Jaipur,1.0,1879.57,No,3.58,Low
630.59,13,Fuel,POS,Hyderabad,18.0,1235.18,No,23.38,Low
633.42,0,Fuel,ATM,Hyderabad,4.0,857.34,No,0.96,Low
1976.74,11,Pharmacy,POS,Kolkata,3.0,789.14,No,27.85,Medium
115.3,19,Food,Contactless,Bengaluru,2.0,253.38,No,0.45,Low
1114.48,18,Food,ATM,Pune,1.0,2169.46,No,3.95,Low
815.47,5,Fuel,POS,Lucknow,3.0,1591.47,No,1.34,Medium
1313.32,12,Food,Online,Pune,6.0,728.31,No,14.34,Low
850.92,22,Restaurants,ATM,Bengaluru,23.0,1863.72,Yes,2091.95,High
1201.6,5,Utilities,Online,Chennai,1.0,651.74,No,22.79,Medium
2088.12,18,Entertainment,POS,Chennai,7.0,1807.51,Yes,4855.69,Medium
1580.12,6,Entertainment,Online,Jaipur,4.0,1111.77,No,10.73,Medium
2051.89,19,Online Marketplace,Online,Bengaluru,4.0,1508.91,No,,Medium
348.76,10,Entertainment,POS,Vijayawada,2.0,1008.54,No,9.83,Low
683.61,10,Online Marketplace,ATM,Vijayawada,4.0,570.83,No,1.49,Medium
400.46,14,Grocery,Online,Bengaluru,4.0,2655.92,No,11.16,Medium
4760.37,18,Food,POS,Chennai,3.0,6255.22,No,3.63,Low
2823.79,20,Food,Online,Lucknow,3.0,3103.76,No,4.4,Low
591.98,8,Online Marketplace,POS,Chennai,2.0,1164.03,No,9.49,Low
335.21,23,Pharmacy,Online,Delhi,4.0,1336.75,No,30.15,Low
1311.42,7,Food,Online,Guwahati,5.0,1475.82,No,3.22,Low
698.1,1,Food,Online,Indore,1.0,856.84,No,21.64,Medium
1642.06,16,Restaurants,POS,Delhi,1.0,1839.94,No,0.49,Low
376.73,9,Restaurants,POS,Ahmedabad,4.0,1198.5,No,15.0,Medium
35307.71,19,Electronics,Online,Bengaluru,3.0,2789.99,No,8.74,High
441.63,17,Restaurants,Contactless,Ahmedabad,2.0,735.73,No,7.97,Medium
1742.37,11,Online Marketplace,Online,Jaipur,3.0,1013.43,No,10.61,Low
12716.29,19,Education,POS,Jaipur,4.0,12834.43,No,8.5,Low
5140.53,9,Electronics,Online,Delhi,1.0,1122.89,No,0.38,Low
615.31,19,Shopping,ATM,Delhi,3.0,966.01,No,18.54,Medium
8379.93,17,Shopping,ATM,Jaipur,4.0,6614.3,No,13.16,Medium
8749.91,12,Electronics,Online,Nagpur,1.0,1146.87,No,320.02,High
4224.05,18,Shopping,POS,Delhi,3.0,4145.71,No,15.32,Medium
680.85,8,Grocery,POS,Jaipur,26.0,1740.22,No,0.37,Medium
1754.23,18,Grocery,Online,Kolkata,2.0,2357.28,No,3.05,Low
422.63,12,Shopping,POS,Delhi,3.0,290.18,No,13.79,Low
1081.02,20,Fuel,Online,Kolkata,2.0,781.4,No,8.68,Medium
160.51,10,Fuel,Online,Kochi,0.0,436.66,No,5.47,Low
351.73,19,Grocery,POS,Guwahati,1.0,1303.77,No,4.51,Low
439.35,7,Food,Online,Ahmedabad,3.0,1184.02,No,10.92,Low
8918.84,10,Online Marketplace,Contactless,Kolkata,3.0,6237.49,No,12.76,Low
811.97,22,Food,POS,Pune,1.0,2834.57,No,0.1,Low
3921.2,18,Grocery,POS,Bengaluru,7.0,2809.89,No,5.49,Low
1820.63,17,Shopping,Online,Mumbai,1.0,2560.9,Yes,1829.01,Low
490.67,8,Fuel,POS,Lucknow,2.0,1185.4,No,13.82,Low
277.34,20,Shopping,ATM,Delhi,3.0,364.66,No,22.14,Medium
224.05,13,Food,POS,Hyderabad,8.0,935.65,No,9.57,Low
962.4,16,Fuel,Contactless,Guwahati,6.0,1632.27,No,12.73,Medium
4065.96,15,Travel,Contactless,Chennai,3.0,2605.38,No,9.07,Low
779.49,17,Entertainment,Online,Hyderabad,22.0,1024.32,No,24.59,High
160.5,21,Grocery,POS,Delhi,2.0,393.55,Yes,3412.77,Low
999.01,14,Entertainment,POS,Lucknow,0.0,1441.43,No,20.81,Low
2288.62,1,Travel,Online,Kolkata,2.0,1171.34,No,17.64,Low
441.64,19,Grocery,POS,Delhi,2.0,726.7,No,3.99,Low
1791.6,8,Grocery,POS,Coimbatore,1.0,3629.16,No,10.88,Medium
472.41,21,Restaurants,ATM,Mumbai,3.0,700.22,No,9.17,Low
1133.56,14,Travel,POS,Bengaluru,2.0,391.84,No,59.74,Medium
352.04,20,Entertainment,Online,Indore,2.0,1133.51,No,11.15,Low
2483.23,16,Utilities,POS,Bengaluru,3.0,2179.18,No,2.8,Low
591.98,19,Restaurants,POS,Pune,4.0,1533.02,No,6.31,Low
1002.43,14,Entertainment,POS,Mumbai,2.0,766.05,No,3.02,Low
1918.62,20,Online Marketplace,POS,Delhi,1.0,1321.23,No,0.28,Medium
1473.45,0,Grocery,Online,Jaipur,2.0,1321.07,No,10.15,Low
10285.38,11,Shopping,Online,Bengaluru,3.0,1080.32,No,24.51,High
1746.9,17,Shopping,Contactless,Patna,3.0,2983.63,No,3.86,Low
520.15,16,Utilities,POS,Coimbatore,2.0,1241.45,No,12.52,Low
1307.75,11,Utilities,POS,Mumbai,4.0,2804.39,No,18.2,Low
2894.43,8,Utilities,POS,Kochi,0.0,2453.46,No,6.03,Low
1268.57,15,Food,POS,Pune,1.0,1185.93,No,6.58,Low
925.3,13,Food,Online,Delhi,3.0,2528.07,No,6.04,Low
